date,Bitfinex,Bitstamp,Coinbase,Kraken,HitBTC
2017-07-03,2579.9,2596.12,2602.0,2599.07,2591.14
2017-07-04,2598.6,2602.9,2616.96,2611.39,2598.22
2017-07-05,2593.2,2600.39,2604.84,2605.64,2590.85
2017-07-06,2479.3,2501.46,2501.15,2506.93,2479.19
2017-07-07,2542.0,2550.07,2561.11,2547.85,2545.92
2017-07-08,2477.9,2502.28,2508.99,2499.0,2472.54
2017-07-09,2318.3,2323.45,2331.05,2339.23,2444.23
2017-07-10,2283.8,2305.98,2310.01,2302.2,2444.23
2017-07-11,2375.6,2388.0,2383.42,2373.85,2379.82
2017-07-12,2330.1,2339.99,2340.0,2336.4,2328.38
2017-07-13,2206.5,2213.37,2217.24,2216.18,2206.72
2017-07-14,1978.6,1970.51,1964.31,1972.07,1976.27
2017-07-15,1925.0,1917.63,1910.86,1907.24,1929.28
2017-07-16,2220.0,2226.0,2235.19,2217.0,2216.41
2017-07-17,2302.8,2303.71,2308.15,2310.8,2300.81
2017-07-18,2253.4,2265.21,2258.99,2255.0,2249.05
2017-07-19,2865.1,2875.03,2873.48,2854.88,2844.05
2017-07-20,2659.0,2670.0,2657.45,2670.0,2737.39
2017-07-21,2844.7,2832.71,2825.27,2831.13,2839.42
2017-07-22,2750.1,2749.02,2754.28,2761.2,2742.0
2017-07-23,2769.7,2759.98,2762.26,2755.9,2775.97
2017-07-24,2560.9,2564.82,2564.0,2556.0,2560.85
2017-07-25,2527.74,2524.99,2525.99,2525.0,2520.17
2017-07-26,2664.6,2666.33,2664.99,2675.39,2662.04
2017-07-27,2784.8,2777.01,2786.07,2800.0,2786.58
2017-07-28,2713.1,2680.56,2700.21,2716.0,2719.04
2017-07-29,2748.2,2742.37,2723.99,2799.0,2742.34
2017-07-30,2854.3,2855.81,2856.88,2876.13,2857.04
2017-07-31,2731.3,2731.0,2732.59,2727.03,2722.1
2017-08-01,2702.0,2703.51,2699.9,2700.8,2692.0
2017-08-02,2790.3,2793.37,2787.02,2797.03,2784.15
2017-08-03,2860.0,2855.0,2857.34,2875.97,2868.9
2017-08-04,3252.3,3263.62,3243.49,3256.31,3249.27
2017-08-05,3232.1,3222.75,3222.22,3235.03,3228.0
2017-08-06,3396.0,3387.55,3398.23,3395.0,3398.85
2017-08-07,3415.0,3412.41,3422.43,3430.52,3411.94
2017-08-08,3340.4,3342.99,3342.8,3371.88,3338.66
2017-08-09,3405.0,3413.03,3444.98,3433.99,3406.45
2017-08-10,3643.4,3645.06,3656.15,3670.0,3640.04
2017-08-11,3866.2,3855.1,3874.0,3884.63,3864.95
2017-08-12,4061.6,4053.87,4060.47,4084.0,4061.42
2017-08-13,4320.8,4306.23,4320.6,4355.66,4310.01
2017-08-14,4151.8,4155.67,4159.93,4172.2,4157.39
2017-08-15,4386.4,4378.84,4370.01,4388.0,4376.99
2017-08-16,4263.0,4276.5,4280.01,4291.0,4257.11
2017-08-17,4090.1,4100.0,4101.72,4141.0,4089.18
2017-08-18,4145.0,4099.55,4157.41,4179.73,4150.03
2017-08-19,4063.1,4058.68,4050.99,4078.24,4051.78
2017-08-20,3998.2,3987.52,4002.0,4005.7,3992.05
2017-08-21,4081.9,4085.0,4092.0,4104.9,4071.5
2017-08-22,4130.2,4108.12,4143.49,4151.0,4134.36
2017-08-23,4322.1,4300.34,4312.03,4334.68,4320.17
2017-08-24,4351.5,4355.98,4360.0,4390.99,4352.18
2017-08-25,4340.4,4333.38,4344.32,4351.75,4335.62
2017-08-26,4332.8,4337.68,4340.11,4338.46,4329.95
2017-08-27,4385.1,4379.99,4384.99,4387.83,4380.23
2017-08-28,4587.1,4578.82,4599.0,4590.17,4592.2
2017-08-29,4568.0,4573.2,4581.98,4579.75,4569.29
2017-08-30,4718.3,4734.26,4743.94,4737.27,4713.45
2017-08-31,4907.7,4921.7,4947.99,4919.9,4893.76
2017-09-01,4532.3,4599.9,4649.99,4630.4,4552.61
2017-09-02,4598.5,4606.26,4626.05,4645.0,4588.74
2017-09-03,4205.0,4277.0,4498.25,4344.11,4185.2
2017-09-04,4375.0,4396.52,4432.51,4464.03,4393.8
2017-09-05,4595.8,4605.8,4616.18,4641.6,4582.64
2017-09-06,4613.7,4615.0,4624.18,4660.0,4613.19
2017-09-07,4304.0,4312.0,4350.0,4385.0,4303.45
2017-09-08,4315.9,4308.72,4334.36,4342.3,4326.91
2017-09-09,4233.9,4226.22,4251.36,4287.1,4223.82
2017-09-10,4198.7,4207.31,4210.72,4226.2,4197.28
2017-09-11,4149.4,4172.56,4164.52,4173.6,4158.62
2017-09-12,3849.7,3865.34,3855.32,3882.2,3862.54
2017-09-13,3235.3,3227.79,3250.4,3254.2,3232.98
2017-09-14,3697.1,3700.01,3740.02,3739.6,3691.48
2017-09-15,3681.5,3678.93,3726.51,3716.4,3675.75
2017-09-16,3666.6,3662.99,3719.97,3719.0,3669.9
2017-09-17,4084.4,4101.6,4100.0,4091.5,4078.46
2017-09-18,3892.2,3888.8,3910.11,3911.0,3901.04
2017-09-19,3872.4,3874.46,3867.05,3863.1,3869.61
2017-09-20,3596.7,3617.05,3617.47,3623.9,3595.26
2017-09-21,3602.3,3612.18,3619.01,3599.8,3598.47
2017-09-22,3779.6,3779.17,3787.33,3789.0,3783.75
2017-09-23,3654.7,3664.22,3669.01,3672.7,3660.86
2017-09-24,3930.1,3918.0,3919.78,3924.0,3930.77
2017-09-25,3881.5,3888.03,3885.09,3885.9,3879.06
2017-09-26,4209.7,4199.29,4200.0,4213.8,4203.0
2017-09-27,4190.0,4184.84,4189.42,4190.0,4188.23
2017-09-28,4168.0,4164.82,4156.99,4157.1,4163.28
2017-09-29,4367.1,4326.09,4339.0,4344.0,4371.55
2017-09-30,4404.3,4377.22,4394.81,4383.7,4403.36
2017-10-01,4400.2,4391.48,4392.71,4401.7,4396.83
2017-10-02,4310.6,4315.83,4307.99,4309.0,4310.11
2017-10-03,4215.9,4219.53,4214.84,4223.6,4217.13
2017-10-04,4312.0,4301.09,4320.04,4324.2,4314.64
2017-10-05,4370.0,4362.95,4362.99,4363.1,4367.38
2017-10-06,4435.6,4423.3,4425.0,4432.0,4434.06
2017-10-07,4611.9,4597.98,4603.49,4592.0,4615.58
2017-10-08,4782.3,4764.7,4769.55,4772.1,4781.95
2017-10-09,4777.7,4749.29,4750.0,4748.5,4770.63
2017-10-10,4824.9,4822.01,4814.99,4822.6,4819.44
2017-10-11,5440.0,5445.0,5440.0,5429.7,5442.08
2017-10-12,5636.8,5653.6,5624.8,5640.0,5633.54
2017-10-13,5833.5,5801.29,5819.13,5800.0,5836.75
2017-10-14,5713.9,5679.7,5693.7,5680.0,5711.51
2017-10-15,5764.8,5745.72,5754.9,5738.8,5757.72
2017-10-16,5597.1,5597.31,5594.0,5606.5,5601.27
2017-10-17,5567.0,5582.05,5574.44,5579.4,5569.79
2017-10-18,5694.2,5698.69,5704.01,5695.3,5695.38
2017-10-19,5983.8,5977.29,5989.1,5949.0,5992.32
2017-10-20,6005.1,6013.46,6024.86,5949.0,6013.83
2017-10-21,5981.3,5969.0,6005.05,5949.0,5978.65
2017-10-22,5907.3,5871.17,5905.99,5902.8,5899.49
2017-10-23,5510.0,5523.4,5525.43,5545.5,5503.47
2017-10-24,5724.1,5735.88,5739.97,5762.8,5720.26
2017-10-25,5890.0,5890.0,5891.61,5890.6,5881.4
2017-10-26,5759.7,5771.89,5780.0,5793.8,5749.86
2017-10-27,5720.3,5730.69,5752.01,5750.0,5711.95
2017-10-28,6150.0,6137.37,6140.01,6130.0,6156.2
2017-10-29,6130.0,6119.99,6124.16,6124.5,6122.82
2017-10-30,6455.1,6434.21,6445.01,6430.5,6453.94
2017-10-31,6739.6,6741.59,6783.69,6741.9,6724.59
2017-11-01,7018.8,7030.0,7039.99,7007.3,7026.81
2017-11-02,7132.0,7146.82,7170.01,7160.0,7135.9
2017-11-03,7369.9,7388.83,7412.55,7369.9,7365.94
2017-11-04,7366.7,7372.72,7392.0,7380.0,7372.37
2017-11-05,6956.5,6967.68,6969.76,6969.0,6944.8
2017-11-06,7102.0,7130.28,7126.63,7128.1,7095.11
2017-11-07,7446.1,7450.32,7467.96,7463.5,7357.0
2017-11-08,7126.4,7148.0,7156.0,7152.4,7123.2
2017-11-09,6541.2,6588.18,6577.63,6583.0,6539.85
2017-11-10,6312.6,6355.13,6346.7,6330.0,6309.84
2017-11-11,5830.9,5870.37,5886.35,5880.0,5888.59
2017-11-12,6466.7,6525.17,6535.87,6528.0,6486.12
2017-11-13,6590.0,6609.0,6605.0,6660.6,6572.95
2017-11-14,7265.84,7294.0,7294.0,7260.0,7278.89
2017-11-15,7865.2,7846.96,7838.53,7750.7,7865.06
2017-11-16,7677.9,7674.99,7714.71,7695.7,7680.25
2017-11-17,7773.3,7771.03,7777.01,7786.0,7772.9
2017-11-18,8050.0,8016.58,8031.82,8000.0,8054.05
2017-11-19,8248.8,8226.17,8256.01,8234.1,8239.31
2017-11-20,8096.9,8095.23,8109.0,8113.1,8094.64
2017-11-21,8230.2,8214.69,8250.0,8250.6,8226.11
2017-11-22,7999.9,7989.0,8031.16,8030.0,7990.0
2017-11-23,8195.2,8199.19,8215.01,8173.1,8199.88
2017-11-24,8753.4,8717.99,8795.5,8690.0,8780.93
2017-11-25,8758.8,9271.06,9401.11,9174.3,9319.05
2017-11-26,9723.6,9708.07,9768.71,9580.0,9748.78
2017-11-27,9880.0,9868.82,9949.0,9800.0,9906.09
2017-11-28,9727.0,9824.68,9935.98,9795.8,9750.02
2017-11-29,9912.6,9947.67,9903.0,10088.5,9918.6
2017-11-30,10860.0,10840.45,10869.84,10896.1,10842.43
2017-12-01,10877.0,10872.0,10930.23,10901.0,10891.62
2017-12-02,11162.0,11250.0,11290.0,11235.1,11159.57
2017-12-03,11599.0,11613.07,11643.98,11638.0,11579.72
2017-12-04,11592.0,11677.0,11718.35,11736.2,11656.01
2017-12-05,13510.0,13623.5,14090.0,13737.7,13670.0
2017-12-06,16600.0,16599.99,17390.01,15899.0,16625.89
2017-12-07,15851.0,15800.0,16367.03,15921.9,15847.41
2017-12-08,14603.0,14607.49,15309.98,14682.9,14686.71
2017-12-09,14905.0,14691.0,15290.01,14850.3,14954.93
2017-12-10,16753.0,16470.0,16885.75,16578.0,16661.14
2017-12-11,16968.0,16650.01,17730.12,16889.3,16386.95
2017-12-12,16171.0,16250.0,16689.61,16150.1,15979.61
2017-12-13,16384.0,16404.99,16749.79,16376.1,16329.49
2017-12-14,17569.0,17471.5,17738.67,17500.0,17448.56
2017-12-15,19210.0,19187.78,19650.0,19356.9,19095.34
2017-12-16,18961.0,18953.0,19378.99,18920.6,18891.83
2017-12-17,18928.0,18940.57,19039.0,18833.1,18832.18
2017-12-18,17345.0,17700.0,17838.73,17600.5,17149.19
2017-12-19,16425.0,16466.98,16496.9,16220.7,16104.63
2017-12-20,15645.0,15600.01,15758.8,15180.0,15558.08
2017-12-21,13173.0,14009.79,14210.57,13874.1,13859.97
2017-12-22,14035.0,14619.0,15065.51,14560.9,13862.38
2017-12-23,13477.0,14157.87,14221.94,13760.0,13488.52
2017-12-24,13633.0,13911.28,14171.98,13865.0,13670.98
2017-12-25,15680.0,15764.44,15790.88,15814.5,15676.68
2017-12-26,15375.0,15364.93,15367.08,15445.9,15402.6
2017-12-27,14323.0,14470.07,14450.01,14548.8,14273.19
2017-12-28,14307.0,14340.0,14565.05,14402.2,14303.26
2017-12-29,12384.0,12640.0,12839.99,12600.0,12362.37
2017-12-30,13769.0,13880.0,13863.13,13990.0,13789.68
2017-12-31,13376.0,13443.41,13480.01,13506.1,13344.3
2018-01-01,14722.0,14678.94,14781.51,14882.0,14659.11
2018-01-02,15150.0,15155.62,15098.14,15185.7,15109.63
2018-01-03,15159.0,15143.67,15144.99,15266.6,15147.61
2018-01-04,16911.0,16928.0,16960.01,16990.0,16916.53
2018-01-05,17169.0,17149.67,17099.0,17088.0,17176.43
2018-01-06,16214.0,16124.02,16174.22,16128.4,16192.33
2018-01-07,14906.0,14999.99,14993.74,15022.6,14901.0
2018-01-08,14425.0,14403.51,14480.99,14516.6,14433.74
2018-01-09,14898.0,14890.02,14875.18,14937.6,14845.48
2018-01-10,13254.0,13243.83,13308.06,13503.4,13289.0
2018-01-11,13794.0,13781.41,13820.0,13503.4,13805.74
2018-01-12,14199.0,14197.78,14187.95,13503.4,14191.04
2018-01-13,13558.0,13647.99,13656.23,13711.2,13554.32
2018-01-14,13601.0,13607.04,13590.0,13608.3,13581.89
2018-01-15,11063.0,11386.34,11570.01,11533.2,11085.32
2018-01-16,11108.0,11191.35,11200.01,11185.0,11091.37
2018-01-17,11031.0,11247.57,11305.53,11286.0,10975.91
2018-01-18,11476.0,11552.0,11498.99,11598.1,11464.52
2018-01-19,12731.0,12775.99,12762.8,12845.9,12717.98
2018-01-20,11514.0,11558.87,11518.16,11556.0,11493.69
2018-01-21,10779.0,10808.99,10766.7,10811.3,10782.38
2018-01-22,10811.0,10851.82,10824.94,10849.9,10821.04
2018-01-23,11391.0,11400.96,11356.79,11419.8,11394.37
2018-01-24,11147.0,11155.54,11118.0,11159.3,11138.64
2018-01-25,11069.0,11092.95,11086.89,11080.8,11035.21
2018-01-26,11458.0,11446.54,11319.0,11386.0,11491.39
2018-01-27,11829.0,11685.58,11536.0,11629.9,11880.02
2018-01-28,11217.82,11162.62,11123.01,11150.0,11242.47
2018-01-29,10171.0,9971.0,9995.0,9979.8,10185.22
2018-01-30,10267.0,10149.0,10099.99,10101.6,10318.71
2018-01-31,9181.0,8998.99,9010.61,9037.6,9206.87
2018-02-01,8890.9,8838.83,8787.52,8772.6,8967.38
2018-02-02,9225.0,9225.86,9240.0,9167.9,9215.18
2018-02-03,8185.2,8191.0,8167.9,8130.2,8249.24
2018-02-04,6947.2,6874.27,6905.19,6843.7,7051.95
2018-02-05,7678.8,7737.37,7688.46,7677.0,7840.03
2018-02-06,7586.9,7588.01,7575.75,7559.0,7670.57
2018-02-07,8239.7,8259.76,8218.1,8231.0,8380.77
2018-02-08,8678.1,8693.98,8671.01,8680.1,8714.18
2018-02-09,8563.0,8560.0,8547.49,8555.7,8559.87
2018-02-10,8070.5,8067.0,8072.99,8056.1,8074.19
2018-02-11,8902.9,8899.0,8872.28,8906.3,8946.21
2018-02-12,8511.6,8522.99,8520.01,8517.7,8616.19
2018-02-13,9455.5,9490.98,9472.98,9489.7,9473.16
2018-02-14,9996.0,10018.0,10031.23,10037.0,10080.0
2018-02-15,10162.0,10196.0,10167.49,10188.5,10187.26
2018-02-16,11062.0,11101.0,11121.5,11100.0,11083.28
2018-02-17,10400.0,10421.06,10380.04,10430.0,10594.47
2018-02-18,11172.0,11173.0,11140.0,11165.1,11256.64
2018-02-19,11211.0,11233.41,11235.57,11242.3,11717.13
2018-02-20,10450.0,10449.4,10454.27,10468.1,11015.97
2018-02-21,9826.5,9843.34,9830.0,9840.2,10086.22
2018-02-22,10144.0,10166.1,10144.99,10157.7,10490.0
2018-02-23,9666.3,9689.99,9688.62,9688.0,9990.37
2018-02-24,9581.9,9590.04,9597.99,9580.0,9789.08
2018-02-25,10320.0,10324.7,10300.0,10322.1,10385.01
2018-02-26,10582.0,10566.3,10566.57,10551.0,10740.8
2018-02-27,10315.0,10314.9,10307.27,10310.0,10543.51
2018-02-28,10923.0,10903.13,10895.92,10920.0,11049.94
2018-03-01,11024.0,11029.99,11000.0,11031.3,11242.44
2018-03-02,11454.0,11445.0,11432.5,11428.0,11624.28
2018-03-03,11499.0,11463.27,11469.9,11512.1,11616.98
2018-03-04,11402.0,11419.24,11377.54,11433.9,11690.05
2018-03-05,10720.0,10723.76,10700.0,10731.5,10954.39
2018-03-06,9910.6,9913.03,9925.0,9903.0,10315.8
2018-03-07,9300.0,9285.32,9304.89,9279.9,9625.0
2018-03-08,9216.2,9230.0,9255.0,9244.5,9611.82
2018-03-09,8769.9,8791.47,8795.44,8752.0,9016.18
2018-03-10,9527.7,9535.04,9533.88,9526.2,9646.0
2018-03-11,9130.2,9120.75,9120.0,9102.8,9352.3
2018-03-12,9135.2,9142.32,9145.41,9141.3,9356.27
2018-03-13,8177.2,8196.69,8207.02,8174.2,8601.68
2018-03-14,8250.0,8265.05,8259.99,8248.6,8409.73
2018-03-15,8250.0,8258.54,8275.0,8251.0,8503.51
2018-03-16,7845.0,7860.83,7857.6,7843.4,8143.04
2018-03-17,8200.3,8188.24,8192.0,8183.2,8520.22
2018-03-18,8600.2,8596.93,8589.01,8610.2,8861.91
2018-03-19,8899.7,8904.02,8900.0,8912.0,9116.08
2018-03-20,8888.2,8893.79,8891.81,8880.0,9097.07
2018-03-21,8699.3,8704.67,8715.09,8711.5,8931.27
2018-03-22,8914.4,8920.79,8927.1,8916.8,9143.18
2018-03-23,8522.7,8547.0,8531.34,8530.0,8746.32
2018-03-24,8445.0,8453.9,8453.0,8444.4,8665.53
2018-03-25,8131.12,8149.66,8145.0,8137.8,8312.09
2018-03-26,7784.6,7791.7,7793.61,7786.7,7947.51
2018-03-27,7936.0,7932.41,7942.72,7943.3,8056.55
2018-03-28,7094.0,7088.38,7079.99,7080.1,7333.98
2018-03-29,6840.4,6850.0,6848.01,6804.0,7091.31
2018-03-30,6925.4,6928.62,6928.5,6911.1,7173.49
2018-03-31,6816.6,6813.52,6816.01,6810.0,7070.61
2018-04-01,7053.3,7052.76,7045.01,7054.7,7270.91
2018-04-02,7405.6,7416.27,7424.9,7414.8,7635.62
2018-04-03,6785.9,6799.95,6791.68,6790.4,7079.35
2018-04-04,6769.0,6771.69,6785.85,6763.5,6992.32
2018-04-05,6610.0,6618.33,6619.01,6616.2,6865.55
2018-04-06,6892.6,6904.9,6894.01,6893.1,7132.96
2018-04-07,7023.9,7027.26,7020.01,7014.5,7210.55
2018-04-08,6770.0,6780.1,6771.13,6773.4,7023.66
2018-04-09,6837.1,6835.67,6824.99,6830.0,7067.85
2018-04-10,6943.1,6940.94,6942.99,6941.0,7131.8
2018-04-11,7912.0,7923.78,7916.0,7919.9,8182.18
2018-04-12,7886.9,7896.92,7893.19,7882.5,8112.23
