Date,Gemini,GDAX,Coinbase,Kraken,Poloniex,Bitstamp
2018-04-26 01-AM,8819.99,8806.79,8806.79,8798,8800.42,8800.42
2018-04-26 12-AM,8865.01,8865.98,8865.98,8855.7,8864.99,8864.99
2018-04-25 11-PM,8941.31,8957.01,8957.01,8950.3,8963.6,8963.6
2018-04-25 10-PM,9176.3,9177,9177,9163,9172.99,9172.99
2018-04-25 09-PM,9080.02,9080,9080,9073.3,9065.42,9065.42
2018-04-25 08-PM,8973.3,8969.79,8969.79,8971.6,8969.5,8969.5
2018-04-25 07-PM,8997.22,8985,8985,8981.5,8992.23,8992.23
2018-04-25 06-PM,9055.23,9044.98,9044.98,9047.1,9047.64,9047.64
2018-04-25 05-PM,8930.01,8909,8909,8923.1,8914.08,8914.08
2018-04-25 04-PM,8965.24,8934.61,8934.61,8975.5,8961.29,8961.29
2018-04-25 03-PM,8908.92,8753,8753,8928.9,8905.67,8905.67
2018-04-25 02-PM,9038.25,9019.22,9019.22,9065.9,9050.22,9050.22
2018-04-25 01-PM,9144.96,9145,9145,9145.3,9140,9140
2018-04-25 12-PM,9142.99,9127,9127,9150.8,9149.85,9149.85
2018-04-25 11-AM,9173.04,9148.35,9148.35,9159.8,9164.73,9164.73
2018-04-25 10-AM,9319,9301.99,9301.99,9312.5,9300.21,9300.21
2018-04-25 09-AM,9303.01,9300.01,9300.01,9299.1,9311,9311
2018-04-25 08-AM,9412.08,9402,9402,9407,9412.98,9412.98
2018-04-25 07-AM,9427.54,9412.49,9412.49,9426,9430.3,9430.3
2018-04-25 06-AM,9395.71,9369.41,9369.41,9390,9399.85,9399.85
2018-04-25 05-AM,9307.45,9298.99,9298.99,9312.9,9302.17,9302.17
2018-04-25 04-AM,9393.57,9390,9390,9390,9374.97,9374.97
2018-04-25 03-AM,9688.65,9695.32,9695.32,9695,9675.68,9675.68
2018-04-25 02-AM,9641,9629.44,9629.44,9630,9649.55,9649.55
2018-04-25 01-AM,9558.57,9553,9553,9562.8,9567.81,9567.81
2018-04-25 12-AM,9649.99,9648,9648,9661.7,9648,9648
2018-04-24 11-PM,9578.99,9570,9570,9574,9573.83,9573.83
2018-04-24 10-PM,9480,9471.44,9471.44,9463,9471.06,9471.06
2018-04-24 09-PM,9461.45,9455.01,9455.01,9448,9452.39,9452.39
2018-04-24 08-PM,9449.82,9444.99,9444.99,9458,9462.51,9462.51
2018-04-24 07-PM,9395,9397.64,9397.64,9397.2,9399,9399
2018-04-24 06-PM,9399.99,9402.3,9402.3,9427.3,9410,9410
2018-04-24 05-PM,9349.38,9350,9350,9357.2,9344.36,9344.36
2018-04-24 04-PM,9357.42,9355,9355,9359.9,9364.2,9364.2
2018-04-24 03-PM,9293.53,9290,9290,9305,9296.98,9296.98
2018-04-24 02-PM,9259.67,9268.99,9268.99,9271,9269,9269
2018-04-24 01-PM,9365.44,9371.43,9371.43,9386,9373.47,9373.47
2018-04-24 12-PM,9293.9,9291.97,9291.97,9305.5,9295.66,9295.66
2018-04-24 11-AM,9297.09,9287.1,9287.1,9319.3,9302,9302
2018-04-24 10-AM,9278.75,9280,9280,9293,9284.99,9284.99
2018-04-24 09-AM,9261.37,9253.91,9253.91,9276,9255,9255
2018-04-24 08-AM,9234.58,9224.28,9224.28,9249.5,9222.73,9222.73
2018-04-24 07-AM,9239.01,9232.99,9232.99,9263.2,9236.09,9236.09
2018-04-24 06-AM,9276.48,9269.91,9269.91,9300.3,9267.95,9267.95
2018-04-24 05-AM,9253.92,9256.55,9256.55,9294.6,9248.2,9248.2
2018-04-24 04-AM,9199.95,9192,9192,9219,9195.36,9195.36
2018-04-24 03-AM,9194.68,9192,9192,9210,9194.66,9194.66
2018-04-24 02-AM,9185,9185.93,9185.93,9189.2,9181.6,9181.6
2018-04-24 01-AM,9177.88,9180.01,9180.01,9195.5,9179.86,9179.86
2018-04-24 12-AM,8933,8931.3,8931.3,8954.1,8946.95,8946.95
2018-04-23 11-PM,8926.98,8927.04,8927.04,8940,8931.59,8931.59
2018-04-23 10-PM,8944.98,8939,8939,8945.5,8939.18,8939.18
2018-04-23 09-PM,8927.05,8924.4,8924.4,8933,8939.16,8939.16
2018-04-23 08-PM,8852.13,8850,8850,8859,8849.98,8849.98
2018-04-23 07-PM,8904.35,8906.01,8906.01,8905.2,8906.03,8906.03
2018-04-23 06-PM,8885.28,8888.33,8888.33,8887.2,8889.61,8889.61
2018-04-23 05-PM,8911.23,8915.98,8915.98,8921.2,8908.66,8908.66
2018-04-23 04-PM,8900.01,8902.01,8902.01,8906.2,8904.96,8904.96
2018-04-23 03-PM,8914.39,8911.23,8911.23,8929.8,8915.47,8915.47
2018-04-23 02-PM,8925.29,8920.11,8920.11,8930,8925.24,8925.24
2018-04-23 01-PM,8944.43,8937.49,8937.49,8969.8,8943.81,8943.81
2018-04-23 12-PM,8918.39,8914.98,8914.98,8929,8928.96,8928.96
2018-04-23 11-AM,8897.43,8893.98,8893.98,8900.1,8894.1,8894.1
2018-04-23 10-AM,8889.99,8889.99,8889.99,8910.1,8899.5,8899.5
2018-04-23 09-AM,8906,8910.14,8910.14,8932.9,8906.32,8906.32
2018-04-23 08-AM,8925.03,8926.72,8926.72,8957,8934.05,8934.05
2018-04-23 07-AM,8897.83,8896,8896,8930.8,8883.86,8883.86
2018-04-23 06-AM,8868.37,8874.01,8874.01,8886.8,8879,8879
2018-04-23 05-AM,8861.11,8855,8855,8866.9,8855.05,8855.05
2018-04-23 04-AM,8871,8865.71,8865.71,8874.6,8880.67,8880.67
2018-04-23 03-AM,8851.17,8843,8843,8865.8,8846.81,8846.81
2018-04-23 02-AM,8862,8847.63,8847.63,8902.6,8866.72,8866.72
2018-04-23 01-AM,8815.73,8820,8820,8831,8819.9,8819.9
2018-04-23 12-AM,8800,8795.01,8795.01,8811.8,8789.96,8789.96
2018-04-22 11-PM,8842.67,8855,8855,8865.2,8847.34,8847.34
2018-04-22 10-PM,8910,8910,8910,8932.2,8915,8915
2018-04-22 09-PM,8887.4,8890,8890,8920,8901.49,8901.49
2018-04-22 08-PM,8881.62,8880.99,8880.99,8916.8,8870.73,8870.73
2018-04-22 07-PM,8953.46,8950.85,8950.85,8988.3,8949.41,8949.41
2018-04-22 06-PM,8930.01,8939.41,8939.41,8976.3,8938.56,8938.56
2018-04-22 05-PM,8912.99,8917,8917,8943.2,8916.64,8916.64
2018-04-22 04-PM,8932.4,8931.01,8931.01,8962.8,8940.71,8940.71
2018-04-22 03-PM,8966.93,8974.84,8974.84,8994,8970.16,8970.16
2018-04-22 02-PM,8882.01,8875.01,8875.01,8912.5,8876.19,8876.19
2018-04-22 01-PM,8856.49,8857.01,8857.01,8890.6,8859.94,8859.94
2018-04-22 12-PM,8933.15,8928.01,8928.01,8970,8928.8,8928.8
2018-04-22 11-AM,8950,8949.99,8949.99,8977.8,8957.77,8957.77
2018-04-22 10-AM,8908.02,8909.24,8909.24,8941.3,8904.46,8904.46
2018-04-22 09-AM,8939.88,8935.94,8935.94,8973.4,8931.7,8931.7
2018-04-22 08-AM,8857.22,8866.31,8866.31,8900,8883.56,8883.56
2018-04-22 07-AM,8882.67,8886.3,8886.3,8910.1,8893.69,8893.69
2018-04-22 06-AM,8840.8,8850,8850,8850.3,8836.8,8836.8
2018-04-22 05-AM,8838.73,8841.71,8841.71,8863.5,8842.29,8842.29
2018-04-22 04-AM,8821.39,8840.01,8840.01,8850.6,8828.75,8828.75
2018-04-22 03-AM,8845.07,8854.32,8854.32,8878.8,8852.98,8852.98
2018-04-22 02-AM,8827.53,8830.1,8830.1,8849,8813.41,8813.41
2018-04-22 01-AM,8826.01,8835,8835,8852.7,8823.95,8823.95
2018-04-22 12-AM,8920,8915.42,8915.42,8944.6,8920.71,8920.71
2018-04-21 11-PM,8811,8806.83,8806.83,8829,8802.18,8802.18
2018-04-21 10-PM,8781.46,8778.82,8778.82,8801,8776.32,8776.32
2018-04-21 09-PM,8768.78,8777.1,8777.1,8790,8782.12,8782.12
2018-04-21 08-PM,8790.01,8791,8791,8801.3,8795.61,8795.61
2018-04-21 07-PM,8790,8800,8800,8799.8,8773.31,8773.31
2018-04-21 06-PM,8759.1,8771,8771,8783.8,8771.29,8771.29
2018-04-21 05-PM,8772.81,8786.99,8786.99,8783.8,8775.31,8775.31
2018-04-21 04-PM,8816.25,8819.12,8819.12,8844.9,8822.66,8822.66
2018-04-21 03-PM,8753.14,8768,8768,8767.8,8751.3,8751.3
2018-04-21 02-PM,8758.13,8767.91,8767.91,8776.2,8759.22,8759.22
2018-04-21 01-PM,8753.58,8761.19,8761.19,8781,8770.3,8770.3
2018-04-21 12-PM,8708.46,8711.79,8711.79,8729.1,8716.22,8716.22
2018-04-21 11-AM,8709.96,8712.52,8712.52,8732.8,8710.75,8710.75
2018-04-21 10-AM,8710.87,8715.5,8715.5,8745.1,8724.5,8724.5
2018-04-21 09-AM,8808.5,8803.91,8803.91,8828.6,8808.86,8808.86
2018-04-21 08-AM,8879.34,8881,8881,8911.7,8870,8870
2018-04-21 07-AM,8931.29,8932.48,8932.48,8957,8914.76,8914.76
2018-04-21 06-AM,8872.96,8863.92,8863.92,8886,8869.99,8869.99
2018-04-21 05-AM,8860,8848.01,8848.01,8878.2,8851.09,8851.09
2018-04-21 04-AM,8868.98,8870.01,8870.01,8877,8854.33,8854.33
2018-04-21 03-AM,8850,8841,8841,8858.3,8841.97,8841.97
2018-04-21 02-AM,8847.07,8821.64,8821.64,8829.8,8821,8821
2018-04-21 01-AM,8847.07,8831,8831,8822.9,8818.79,8818.79
2018-04-21 12-AM,8847.07,8866.27,8866.27,8875,8861,8861
2018-04-20 11-PM,8855.49,8844.12,8844.12,8861.4,8855.14,8855.14
2018-04-20 10-PM,8520.01,8515.17,8515.17,8529.3,8503,8503
2018-04-20 09-PM,8530.11,8529.92,8529.92,8534,8525.26,8525.26
2018-04-20 08-PM,8527.03,8524.22,8524.22,8526,8511.04,8511.04
2018-04-20 07-PM,8514.18,8504,8504,8515,8497.69,8497.69
2018-04-20 06-PM,8495.11,8493.74,8493.74,8506.4,8494.49,8494.49
2018-04-20 05-PM,8512.55,8506.99,8506.99,8523.8,8514.76,8514.76
2018-04-20 04-PM,8467.96,8474,8474,8472.9,8463.15,8463.15
2018-04-20 03-PM,8500.88,8501.92,8501.92,8495,8490.11,8490.11
2018-04-20 02-PM,8499.99,8505,8505,8504.6,8505,8505
2018-04-20 01-PM,8527.47,8521.96,8521.96,8522,8524.59,8524.59
2018-04-20 12-PM,8516.03,8516.29,8516.29,8517.9,8523.78,8523.78
2018-04-20 11-AM,8487.99,8489,8489,8500.3,8488.98,8488.98
2018-04-20 10-AM,8315.25,8315.36,8315.36,8328.4,8315,8315
2018-04-20 09-AM,8302.07,8306.44,8306.44,8310.3,8305.21,8305.21
2018-04-20 08-AM,8323.11,8319.43,8319.43,8331,8321,8321
2018-04-20 07-AM,8309.99,8309,8309,8303.7,8306.91,8306.91
2018-04-20 06-AM,8281.05,8276.58,8276.58,8277.4,8278.8,8278.8
2018-04-20 05-AM,8261.42,8260,8260,8261.2,8263.44,8263.44
2018-04-20 04-AM,8337.84,8331.01,8331.01,8329.9,8331.89,8331.89
2018-04-20 03-AM,8332.4,8330.01,8330.01,8329.7,8330.57,8330.57
2018-04-20 02-AM,8362.02,8362,8362,8360.3,8350.09,8350.09
2018-04-20 01-AM,8355.89,8349.96,8349.96,8350.1,8339.28,8339.28
2018-04-20 12-AM,8269.3,8274,8274,8275.7,8271.31,8271.31
2018-04-19 11-PM,8253.28,8259.99,8259.99,8254.1,8256.99,8256.99
2018-04-19 10-PM,8273.8,8261,8261,8261.2,8267.1,8267.1
2018-04-19 09-PM,8235.72,8229.65,8229.65,8231.7,8235.45,8235.45
2018-04-19 08-PM,8250.93,8248.79,8248.79,8250,8245,8245
2018-04-19 07-PM,8274.5,8263.04,8263.04,8270.2,8277.04,8277.04
2018-04-19 06-PM,8267.71,8259.01,8259.01,8260,8250.45,8250.45
2018-04-19 05-PM,8239.32,8240,8240,8248.5,8242.59,8242.59
2018-04-19 04-PM,8222.24,8219,8219,8229,8228.55,8228.55
2018-04-19 03-PM,8229.53,8224.99,8224.99,8232,8229.01,8229.01
2018-04-19 02-PM,8228.01,8222.99,8222.99,8223.9,8222.82,8222.82
2018-04-19 01-PM,8233.45,8233.1,8233.1,8234.9,8232.99,8232.99
2018-04-19 12-PM,8191.99,8199.96,8199.96,8197.2,8196.05,8196.05
2018-04-19 11-AM,8221.71,8224.21,8224.21,8232,8226.79,8226.79
2018-04-19 10-AM,8216.87,8224.21,8224.21,8215,8222.61,8222.61
2018-04-19 09-AM,8179.47,8173.9,8173.9,8177.8,8184.11,8184.11
2018-04-19 08-AM,8161.74,8160.11,8160.11,8167.4,8170.6,8170.6
2018-04-19 07-AM,8170.79,8173.98,8173.98,8168.8,8175.04,8175.04
2018-04-19 06-AM,8184.98,8174.5,8174.5,8174.8,8181.74,8181.74
2018-04-19 05-AM,8190.84,8185.22,8185.22,8183.3,8189.99,8189.99
2018-04-19 04-AM,8192.27,8190.01,8190.01,8189.5,8179,8179
2018-04-19 03-AM,8209.93,8203.11,8203.11,8212.5,8218.24,8218.24
2018-04-19 02-AM,8180,8179.79,8179.79,8187,8189.99,8189.99
2018-04-19 01-AM,8151.73,8148.44,8148.44,8148.1,8160.39,8160.39
2018-04-19 12-AM,8167,8152.05,8152.05,8170,8172.84,8172.84
2018-04-18 11-PM,8156.5,8151.54,8151.54,8157.9,8156.71,8156.71
2018-04-18 10-PM,8185,8189.19,8189.19,8192.9,8197,8197
2018-04-18 09-PM,8195.38,8183.01,8183.01,8182,8184.35,8184.35
2018-04-18 08-PM,8109.9,8110,8110,8113.1,8116.75,8116.75
2018-04-18 07-PM,8101,8103.95,8103.95,8102.3,8107.25,8107.25
2018-04-18 06-PM,8103.33,8096,8096,8106,8106.58,8106.58
2018-04-18 05-PM,8116.5,8113.85,8113.85,8125,8124.43,8124.43
2018-04-18 04-PM,8000,8005.5,8005.5,8001,7995.11,7995.11
2018-04-18 03-PM,7955.78,7954.83,7954.83,7956.3,7955.8,7955.8
2018-04-18 02-PM,8099.96,8096.54,8096.54,8100,8098.97,8098.97
2018-04-18 01-PM,8091.86,8089.99,8089.99,8099,8099.33,8099.33
2018-04-18 12-PM,8105,8106,8106,8110.6,8103.57,8103.57
2018-04-18 11-AM,8096.77,8092.29,8092.29,8085.1,8100.28,8100.28
2018-04-18 10-AM,8094.94,8100.01,8100.01,8095,8101.02,8101.02
2018-04-18 09-AM,8075.6,8087.02,8087.02,8083,8080.57,8080.57
2018-04-18 08-AM,8114.49,8109.62,8109.62,8110,8115.84,8115.84
2018-04-18 07-AM,8118.28,8120.1,8120.1,8125,8130,8130
2018-04-18 06-AM,7919.46,7921,7921,7914.3,7922.99,7922.99
2018-04-18 05-AM,7922.14,7924.99,7924.99,7915.7,7921.21,7921.21
2018-04-18 04-AM,7935,7935.94,7935.94,7934.6,7931.47,7931.47
2018-04-18 03-AM,7911.44,7912.95,7912.95,7905.8,7902.48,7902.48
2018-04-18 02-AM,7939.36,7930.12,7930.12,7933.7,7930.03,7930.03
2018-04-18 01-AM,7915,7909.99,7909.99,7911,7909.42,7909.42
2018-04-18 12-AM,7894,7892.1,7892.1,7893.1,7890.87,7890.87
2018-04-17 11-PM,7898,7898.98,7898.98,7906.4,7903.11,7903.11
2018-04-17 10-PM,7912.43,7908.43,7908.43,7909.6,7907.9,7907.9
2018-04-17 09-PM,7925.49,7912.28,7912.28,7917.1,7918.7,7918.7
2018-04-17 08-PM,7883.5,7880.01,7880.01,7885.4,7872.33,7872.33
2018-04-17 07-PM,7934.49,7954,7954,7941,7938.33,7938.33
2018-04-17 06-PM,8103.17,8106,8106,8107.9,8089.43,8089.43
2018-04-17 05-PM,8111.63,8113,8113,8110,8103.71,8103.71
2018-04-17 04-PM,8080.89,8084.4,8084.4,8090.5,8075.33,8075.33
2018-04-17 03-PM,8101.68,8104.29,8104.29,8109.5,8109.31,8109.31
2018-04-17 02-PM,8099.5,8091.17,8091.17,8103,8101.29,8101.29
2018-04-17 01-PM,8093.86,8097.98,8097.98,8097.3,8098.5,8098.5
2018-04-17 12-PM,8106,8109.99,8109.99,8110,8120.09,8120.09
2018-04-17 11-AM,8088.3,8094.01,8094.01,8089.4,8090.31,8090.31
2018-04-17 10-AM,8142.45,8144.88,8144.88,8147.3,8141.8,8141.8
2018-04-17 09-AM,8133.81,8139.99,8139.99,8140,8124.24,8124.24
2018-04-17 08-AM,8118.95,8122.29,8122.29,8120,8117,8117
2018-04-17 07-AM,8012.86,8014.01,8014.01,8013.5,8007.66,8007.66
2018-04-17 06-AM,7975.01,7974.01,7974.01,7974.9,7978.47,7978.47
2018-04-17 05-AM,8011.26,8009.99,8009.99,8022,8019.48,8019.48
2018-04-17 04-AM,8026.21,8025.01,8025.01,8023.5,8027.42,8027.42
2018-04-17 03-AM,8031.16,8026,8026,8032.8,8033.08,8033.08
2018-04-17 02-AM,8024.89,8028.88,8028.88,8035,8025.78,8025.78
2018-04-17 01-AM,8034.36,8042.92,8042.92,8046.1,8037.1,8037.1
2018-04-17 12-AM,8052.27,8048.93,8048.93,8057.1,8048.15,8048.15
2018-04-16 11-PM,8019.08,8011.3,8011.3,8017.1,8020.68,8020.68
2018-04-16 10-PM,8012.5,8015,8015,8015.8,8028.93,8028.93
2018-04-16 09-PM,7990,7978.87,7978.87,7993,8001.4,8001.4
2018-04-16 08-PM,7987.06,7984.99,7984.99,7981,7996.29,7996.29
2018-04-16 07-PM,8017.06,8019.99,8019.99,8022.9,8028.95,8028.95
2018-04-16 06-PM,8025.5,8030.99,8030.99,8038.1,8032.9,8032.9
2018-04-16 05-PM,7961.81,7967,7967,7967.7,7966.2,7966.2
2018-04-16 04-PM,7973.46,7976.98,7976.98,7980,7974.94,7974.94
2018-04-16 03-PM,7970.08,7973,7973,7974.9,7976,7976
2018-04-16 02-PM,7954.49,7958,7958,7968.4,7970.73,7970.73
2018-04-16 01-PM,7949.5,7952.86,7952.86,7975,7955.55,7955.55
2018-04-16 12-PM,8079.98,8085.99,8085.99,8093.1,8097.05,8097.05
2018-04-16 11-AM,8071.48,8071,8071,8078.2,8084.68,8084.68
2018-04-16 10-AM,8099.5,8098.08,8098.08,8108.1,8101.33,8101.33
2018-04-16 09-AM,8130,8127.99,8127.99,8138.8,8140.35,8140.35
2018-04-16 08-AM,8109.15,8106,8106,8117.7,8113.04,8113.04
2018-04-16 07-AM,8085.35,8090,8090,8096,8097.9,8097.9
2018-04-16 06-AM,8056.22,8050.01,8050.01,8069.7,8053.1,8053.1
2018-04-16 05-AM,8142.23,8138.78,8138.78,8155.4,8143,8143
2018-04-16 04-AM,8160.27,8161.69,8161.69,8162,8173.59,8173.59
2018-04-16 03-AM,8135.54,8140,8140,8148.4,8159.91,8159.91
2018-04-16 02-AM,8340.49,8342.99,8342.99,8362.2,8352.04,8352.04
2018-04-16 01-AM,8388.23,8380,8380,8400,8385.1,8385.1
2018-04-16 12-AM,8357.43,8355.25,8355.25,8363.3,8354.22,8354.22
2018-04-15 11-PM,8349.5,8345.01,8345.01,8366.6,8355.69,8355.69
2018-04-15 10-PM,8310.99,8300,8300,8317.4,8320,8320
2018-04-15 09-PM,8285.75,8300.77,8300.77,8296.8,8289.8,8289.8
2018-04-15 08-PM,8312.42,8309.6,8309.6,8319.4,8297.28,8297.28
2018-04-15 07-PM,8317.99,8328.92,8328.92,8339.5,8322.5,8322.5
2018-04-15 06-PM,8286.01,8293.63,8293.63,8300.3,8294.58,8294.58
2018-04-15 05-PM,8273,8279.99,8279.99,8287.1,8278.83,8278.83
2018-04-15 04-PM,8276.68,8281.01,8281.01,8287.7,8278.21,8278.21
2018-04-15 03-PM,8335.01,8334.99,8334.99,8354,8331.54,8331.54
2018-04-15 02-PM,8348.01,8346.01,8346.01,8370.9,8350,8350
2018-04-15 01-PM,8340.62,8331.01,8331.01,8348.9,8343.4,8343.4
2018-04-15 12-PM,8337,8330,8330,8348.5,8331.67,8331.67
2018-04-15 11-AM,8119.06,8122.13,8122.13,8120.3,8118.45,8118.45
2018-04-15 10-AM,8104.5,8113,8113,8126.5,8118.99,8118.99
2018-04-15 09-AM,8122.76,8120,8120,8135.6,8129.98,8129.98
2018-04-15 08-AM,8079.81,8088.31,8088.31,8096,8072.01,8072.01
2018-04-15 07-AM,8108.6,8124.16,8124.16,8120.1,8113.28,8113.28
2018-04-15 06-AM,8124.99,8123.37,8123.37,8133.3,8122.94,8122.94
2018-04-15 05-AM,8107.01,8105.15,8105.15,8112.5,8102.17,8102.17
2018-04-15 04-AM,8087.52,8087,8087,8092.9,8076.49,8076.49
2018-04-15 03-AM,8084.14,8092.48,8092.48,8092.8,8084.3,8084.3
2018-04-15 02-AM,8101.69,8107.01,8107.01,8106.8,8100,8100
2018-04-15 01-AM,8058.22,8071.68,8071.68,8063,8055.25,8055.25
2018-04-15 12-AM,7998.07,8003.11,8003.11,8004.9,8000.41,8000.41
2018-04-14 11-PM,8050.4,8056.01,8056.01,8050.1,8044.4,8044.4
2018-04-14 10-PM,8039,8051.95,8051.95,8053.9,8045.33,8045.33
2018-04-14 09-PM,8065,8080.77,8080.77,8070,8072.55,8072.55
2018-04-14 08-PM,8023.64,8026,8026,8026.5,8021.6,8021.6
2018-04-14 07-PM,8027.37,8042.51,8042.51,8035.3,8039.64,8039.64
2018-04-14 06-PM,7974.33,7974.99,7974.99,7983,7990,7990
2018-04-14 05-PM,8004.99,8005,8005,8010,8012.22,8012.22
2018-04-14 04-PM,7962.7,7965.11,7965.11,7971.7,7973.04,7973.04
2018-04-14 03-PM,7981.52,7981.74,7981.74,8006.9,7992.32,7992.32
2018-04-14 02-PM,7963.88,7965.03,7965.03,7984.3,7985.39,7985.39
2018-04-14 01-PM,7898.94,7903.99,7903.99,7917,7915.99,7915.99
2018-04-14 12-PM,7973.28,7974.95,7974.95,7985,7982.99,7982.99
2018-04-14 11-AM,7953.13,7961.99,7961.99,7974,7950.95,7950.95
2018-04-14 10-AM,8036.7,8035,8035,8059.9,8043.2,8043.2
2018-04-14 09-AM,8117.59,8102.15,8102.15,8137.1,8121.94,8121.94
2018-04-14 08-AM,8130.01,8129.59,8129.59,8150.7,8142.98,8142.98
2018-04-14 07-AM,8015.77,8008.51,8008.51,8018,8020.25,8020.25
2018-04-14 06-AM,7958.79,7963.52,7963.52,7960.5,7965.39,7965.39
2018-04-14 05-AM,7974.48,7974.98,7974.98,7977,7979.68,7979.68
2018-04-14 04-AM,8043.79,8034.39,8034.39,8034,8039.61,8039.61
2018-04-14 03-AM,8027.94,8027,8027,8034,8033.29,8033.29
2018-04-14 02-AM,8045.17,8036.97,8036.97,8040,8049.25,8049.25
2018-04-14 01-AM,7926.7,7913,7913,7919.9,7923.97,7923.97
2018-04-14 12-AM,7875.94,7893.19,7893.19,7882.5,7896.92,7896.92
2018-04-13 11-PM,7899.99,7900,7900,7927.7,7911,7911
2018-04-13 10-PM,7865,7874.96,7874.96,7885,7887.57,7887.57
2018-04-13 09-PM,7893.5,7897.01,7897.01,7902.9,7910,7910
2018-04-13 08-PM,8095.44,8096.02,8096.02,8097.1,8099.79,8099.79
2018-04-13 07-PM,8106.81,8114.99,8114.99,8115.9,8118,8118
2018-04-13 06-PM,8112.19,8125.01,8125.01,8128.7,8124.71,8124.71
2018-04-13 05-PM,8125.13,8131.02,8131.02,8126.8,8132,8132
2018-04-13 04-PM,8140,8131.63,8131.63,8138,8140.94,8140.94
2018-04-13 03-PM,8106.83,8112.01,8112.01,8112.9,8120,8120
2018-04-13 02-PM,8098.01,8098.92,8098.92,8106.2,8104.84,8104.84
2018-04-13 01-PM,8202.19,8203,8203,8200.5,8199,8199
2018-04-13 12-PM,8088.02,8087.01,8087.01,8090.6,8102.11,8102.11
2018-04-13 11-AM,8063.5,8065,8065,8092.2,8070.68,8070.68
2018-04-13 10-AM,8056.65,8059,8059,8068.2,8050,8050
2018-04-13 09-AM,8116.58,8127.37,8127.37,8150,8122.45,8122.45
2018-04-13 08-AM,8095.33,8074.82,8074.82,8125.5,8100,8100
2018-04-13 07-AM,7822.22,7819.98,7819.98,7820.8,7824,7824
2018-04-13 06-AM,7799.9,7794.76,7794.76,7808.6,7790.77,7790.77
2018-04-13 05-AM,7817.99,7814,7814,7829,7821.9,7821.9
2018-04-13 04-AM,7812.7,7825,7825,7839,7825.13,7825.13
2018-04-13 03-AM,7869.16,7875,7875,7876.8,7874.19,7874.19
2018-04-13 02-AM,7783.71,7779.99,7779.99,7789,7791.3,7791.3
2018-04-13 01-AM,7887.44,7893.19,7893.19,7901.9,7896.4,7896.4
2018-04-13 12-AM,7920.39,7916,7916,7919.9,7923.78,7923.78
2018-04-12 11-PM,7852.5,7849.99,7849.99,7864.9,7868.48,7868.48
2018-04-12 10-PM,7838.44,7830.52,7830.52,7841,7835,7835
2018-04-12 09-PM,7725,7730,7730,7731.5,7733.99,7733.99
2018-04-12 08-PM,7677.22,7683.01,7683.01,7678.8,7678,7678
2018-04-12 07-PM,7681.16,7675,7675,7676.4,7680.69,7680.69
2018-04-12 06-PM,7689.91,7680,7680,7690.9,7689.9,7689.9
2018-04-12 05-PM,7613.76,7612.02,7612.02,7620,7634.99,7634.99
2018-04-12 04-PM,7624.52,7618,7618,7618.6,7626.76,7626.76
2018-04-12 03-PM,7649.99,7644.05,7644.05,7660.2,7655.02,7655.02
2018-04-12 02-PM,7694.04,7685.7,7685.7,7694.8,7693.76,7693.76
2018-04-12 01-PM,7708.01,7700.99,7700.99,7700,7699.83,7699.83
2018-04-12 12-PM,7735.01,7725,7725,7753,7725.77,7725.77
2018-04-12 11-AM,6940.93,6930.18,6930.18,6929.2,6935.34,6935.34
2018-04-12 10-AM,6856.69,6850.01,6850.01,6854.9,6845.82,6845.82
2018-04-12 09-AM,6843.72,6843.51,6843.51,6837.5,6838,6838
2018-04-12 08-AM,6827.42,6829.01,6829.01,6828.4,6834.17,6834.17
2018-04-12 07-AM,6787.21,6786.98,6786.98,6782.8,6794,6794
2018-04-12 06-AM,6950.17,6937.2,6937.2,6938.3,6950.43,6950.43
2018-04-12 05-AM,6962.59,6960,6960,6959.9,6967.86,6967.86
2018-04-12 04-AM,6943.83,6936,6936,6941.2,6944.98,6944.98
2018-04-12 03-AM,6947.93,6939.99,6939.99,6945,6940,6940
2018-04-12 02-AM,6931.28,6925,6925,6932.8,6924.55,6924.55
2018-04-12 01-AM,6929.92,6928,6928,6930.8,6932.24,6932.24
2018-04-12 12-AM,6939.43,6942.99,6942.99,6941,6940.94,6940.94
2018-04-11 11-PM,6921.61,6915,6915,6924,6923.61,6923.61
2018-04-11 10-PM,6898.98,6898.95,6898.95,6905,6904,6904
2018-04-11 09-PM,6897.48,6889.92,6889.92,6889.8,6895.03,6895.03
2018-04-11 08-PM,6913.94,6914.47,6914.47,6913.1,6915.04,6915.04
2018-04-11 07-PM,6902,6901.48,6901.48,6909,6909.01,6909.01
2018-04-11 06-PM,6900,6902,6902,6900,6905.26,6905.26
2018-04-11 05-PM,6924.03,6917.98,6917.98,6925,6925,6925
2018-04-11 04-PM,6930.4,6929.99,6929.99,6932.3,6942.75,6942.75
2018-04-11 03-PM,6937.33,6938.01,6938.01,6935.9,6937.4,6937.4
2018-04-11 02-PM,6937.86,6932,6932,6936.5,6935.63,6935.63
2018-04-11 01-PM,6861.7,6854.91,6854.91,6852.2,6862.08,6862.08
2018-04-11 12-PM,6859.44,6857.82,6857.82,6857.7,6855.31,6855.31
2018-04-11 11-AM,6831.18,6841.23,6841.23,6831,6836.8,6836.8
2018-04-11 10-AM,6850.48,6853.32,6853.32,6859.8,6853.49,6853.49
